38805	U41516	11/12/2019 10:35:31 AM	N55189 N25436 N16158 N21623 N24920 N34309 N13758 N60223 N11382 N20216 N49745 N44559 N50268 N11986 N3508 N60050 N39117 N48582 N55937 N51706 N64408 N26727 N27864 N38767 N40772 N10107 N41778 N44361 N37120 N29249 N38659 N20997 N16290 N49111 N47765 N55326 N49111 N33969 N6264 N14302 N7420 N62055 N56109 N61319 N14798 N6156 N18030 N15253 N48553 N36934 N39235 N30867 N61128 N30531 N1966 N42526 N25351 N59822 N11101 N22561 N2705 N52027 N12367 N49731 N7973 N49647 N32676 N26119 N8834 N46909 N33506 N33976 N27154 N40997 N9412 N46392 N22950 N28015 N55779 N51692 N49728 N59704 N45794 N64014 N10897 N16420 N54772 N21576 N47993 N477 N21247 N52403 N37920 N10897 N6531 N54827 N47232 N9803 N14580 N62479 N16617 N8667 N58841 N16715 N58090 N45994 N57162 N48888 N6864 N18714 N55043 N59884 N15701 N48632 N20980 N50638 N64561 N2985 N62940 N55946 N17542 N11611 N39147 N23726 N17001 N43142 N11405 N14385 N35710 N20547 N13762 N18503 N56596 N63688 N15288 N17878 N22562 N45535 N50596 N11855 N7527 N21984 N30551 N51464 N38171 N9685 N38105 N41569 N61166 N27766 N3259 N11653 N29917 N18360 N58801 N26009 N21118 N49608 N8549 N26364 N51330 N17559 N62302 N23998 N28241 N50922 N43846 N47168 N8629 N49288 N60212 N18870 N4607 N32004 N40254 N14757 N21187 N23958 N50710 N29757 N17109 N63062 N40448 N37663 N3683 N27951 N48742 N59922 N53465 N32074 N30228 N40442 N15023 N3566 N38174 N30802 N63081 N57187 N30119 N37509 N30864 N14006 N32804 N8148 N20953 N15470 N21020 N14137 N45561 N31213 N21189 N46811 N32555 N62344 N19265 N24830 N15117 N11020	N42634-0 N64734-0 N63970-0 N49180-0 N24111-0 N32182-0 N58363-1 N40839-0 N7319-0 N62360-0
43622	U34534	11/11/2019 11:42:54 AM	N50904	N55689-0 N53585-1 N55204-0
30243	U19328	11/14/2019 2:56:55 PM	N62330 N872 N16695 N12173 N22545 N39581 N51003 N39224 N10235 N11177 N59085 N49728 N8834 N22646 N49341 N44396 N9124 N4593 N54095 N62479 N32742 N18656 N36557 N11611 N22354 N49400 N63330 N42620 N21984 N63684 N6778 N40207 N1880 N51157 N22558 N31825 N64273	N49872-0 N52312-0 N31289-0 N37994-0 N47652-0 N28072-0 N15574-0 N41787-0 N42698-0 N6664-0 N26811-0 N23767-0 N16120-0 N56211-0 N27737-0 N130-0 N45523-0 N33005-0 N7494-0 N14478-1 N45317-0 N4258-0 N18409-0 N34436-0 N38779-0 N19661-0 N29212-0 N58345-0 N48487-0 N19019-0 N61233-0 N44698-0 N59267-0 N6837-0 N50592-0 N45428-0 N32207-0 N12446-0 N3380-0 N22978-0 N22257-0 N54534-0 N33828-0 N41934-0 N18529-0 N32015-0 N60539-0 N52424-0 N55949-0 N42670-1 N32005-0 N55712-0 N28918-0 N57032-0 N5044-0 N50471-0 N34668-0 N25605-0 N47612-0 N17231-0 N32567-0 N61595-0 N31053-0 N62992-0 N23089-0 N48613-0 N10960-0 N8373-0 N9047-0 N61740-0 N42515-0 N20394-0 N54321-0 N30648-0 N35773-0 N54752-0 N36332-0 N34185-0 N4021-0 N16118-0 N43277-0 N6477-0 N49712-0 N41717-0 N59501-0 N62227-0 N14056-0 N39015-0 N20236-0 N36725-0 N62894-0 N3726-0 N37338-0 N6388-0 N5695-0 N20793-0 N55322-0 N3415-0 N38442-0 N55275-0 N19050-0 N57818-0 N38869-0 N25491-0 N35094-0 N64095-0 N9639-0 N9284-0 N45734-0 N39683-0 N9621-0
100104	U53922	11/11/2019 2:28:49 PM	N12384 N15077 N55189 N30665 N45729 N11027 N63276 N871 N16233 N49745 N6424 N50798 N44942 N32483 N30847 N42208 N14724 N51706 N32089 N58196 N9899 N43955 N45896 N52995 N14185 N5978 N26265 N56638 N54842 N15189 N18503 N17892 N29026 N4607 N20567 N56527 N29757	N45456-0 N43338-0 N48572-0 N63538-0 N13259-0 N51241-0 N9139-0 N5075-0 N14075-0 N54988-0 N64243-0 N25587-0 N51210-0 N30475-0 N40725-0 N13930-0 N57368-0 N23174-0 N5370-0 N3697-0 N31980-0 N8957-0 N37019-0 N2823-0 N60858-0 N32087-0 N33831-0 N28413-0 N35776-0 N2350-0 N1914-0 N555-0 N25437-0 N12028-0 N14713-0 N6099-0 N36786-0 N46526-0 N13730-0 N33848-0 N21840-0 N45616-0 N44818-0 N60872-0 N53585-1 N12800-0 N47981-0 N51896-0 N53054-0 N15761-0 N48890-0 N64009-0 N39765-0 N13816-1 N55204-0 N3541-0 N35272-0 N57957-0 N24985-0 N33964-0 N42961-0 N46029-0 N30998-0 N55689-0 N10464-0 N61145-0 N26262-0 N40431-0 N10688-0 N2-0 N15855-0 N43502-0 N23081-0 N21428-0 N30108-0 N57713-0 N53696-0 N41578-0 N30172-0 N24301-0 N20018-0 N38662-0 N16920-0 N19542-0 N51587-0 N24686-0 N55940-0 N61623-0 N36741-0 N6056-0 N57342-0 N45660-0 N42144-0 N20954-0 N16342-0 N24176-0 N15194-0 N58572-0 N36351-0 N27577-0 N61359-0 N57809-0 N60272-0 N22457-0 N56598-0 N43492-0 N22221-0 N16096-0 N2878-0 N51506-0 N52474-0 N49908-0 N51346-0 N64482-0 N41726-0 N24550-0 N12280-0 N54489-0 N4936-0 N40065-0 N52622-0 N18708-0 N15830-0 N58003-0 N8191-0 N53237-0 N29128-0 N26376-0 N49375-0 N21119-0 N3841-0 N30518-0 N5091-0 N34724-0 N57987-0
144124	U70550	11/12/2019 12:46:55 PM	N15204 N62357 N1398 N12421 N20708 N48592 N24591 N62445 N52257 N26176 N26176 N12787 N49175 N63916 N34394 N38701 N619 N26250 N43347 N4255 N13893 N47813 N63916 N36788 N62445 N23732 N14966 N31801 N62163 N31801 N4647 N52448 N13157 N30845 N48282 N31070 N52398 N34152 N10559 N306 N42274 N22504 N55114 N34775 N18355 N11348 N48918 N24326 N28501 N65043 N60491 N14385 N33096 N14586 N20547 N2618 N63252 N17802 N11709 N38293 N12596 N50614 N46966 N5283 N62231 N22310 N7839 N17303 N56438 N2142 N24531 N37159 N17099 N1843 N45174 N6108 N35056 N20758 N16573 N685 N47810 N21164 N13081 N24728 N3433 N55806 N8635 N51089 N38105 N47810 N19397 N16284 N20798 N51376 N15454 N2511 N11804 N174 N60543 N63033 N40286 N22976 N16449 N3936 N54980 N52555 N36053 N45269 N43155 N7125 N7328 N3318 N3222 N42986 N1659 N1345 N54536 N63081 N4917 N59839 N35458 N30802 N55802 N14800 N39900 N22466 N35276 N13797 N21020 N39462 N14006 N45088 N8148 N55558 N37650 N17468 N55055 N43995 N20953 N33532 N55558 N64273 N61081 N38330 N61195 N23009 N38330 N38330 N29198 N37250 N209 N59380 N50595 N40444 N41128 N44737 N33981 N31062 N37174 N4218 N15676 N3491 N7364 N16283 N36424	N55606-0 N21753-0 N53084-1 N32010-0 N12424-0 N64851-0 N14184-0 N47817-0
133071	U8138	11/13/2019 4:25:38 AM	N62325 N28952 N32942 N53753 N28886 N38747 N64777 N65066 N14644 N3046 N60214 N57134 N33454 N14509 N3820 N19861 N33276 N15655 N30531 N60587 N13137 N45794 N53531 N59085 N30197 N3395 N25158 N16715 N13754 N55743 N5012 N61267 N619 N34394 N33170 N4445 N1841 N32284 N2309 N43142 N58580 N36557 N60491 N21817 N19845 N63855 N18870 N46846 N17009 N58262 N47407 N64273 N18106 N52307 N29510 N31978 N20824	N45266-0 N47061-1 N61023-0
95048	U22938	11/13/2019 10:00:03 AM	N16215 N27448 N20959 N35439 N54496 N37976 N28248 N11767 N46978 N49745 N53879 N871 N60346 N51706 N51724 N40508 N49481 N60938 N33276 N59156 N11508 N33399 N31801 N48276 N21136 N33096 N33337 N52840 N58232 N49364 N13927 N13138 N5270 N8073 N48356 N13910 N19161 N31857 N32498 N29690 N42128 N12608 N14981 N46795 N18870 N18870 N60702 N52303 N37897 N23958 N2782 N50941 N10470 N30864 N60681 N13876 N64836 N36766 N6218 N20575 N37509 N54677 N37091 N20607 N30253 N2735 N10359 N58574 N29857 N209 N41449 N37746 N2678 N37746 N48280	N19444-0 N59088-0 N64094-0 N10812-0 N31050-0 N51853-0 N18312-0 N5048-0 N6857-0 N40602-0 N13486-0 N33501-0 N31769-0 N31448-0 N35389-0 N36186-0 N43102-0 N19647-0 N9623-0 N42143-0 N4754-0 N20729-0 N48410-0 N9009-0 N42634-0 N43386-0 N35047-0 N42459-0 N26262-0 N45317-0 N50415-0 N28132-0 N51048-0 N4428-0 N46279-0 N40468-0 N29340-0 N33005-0 N22880-0 N22457-0 N50381-0 N62227-0 N1046-0 N27198-0 N33-0 N41113-0 N6651-0 N19592-0 N36638-0 N11363-0 N64632-0 N41122-0 N29715-0 N36624-0 N47717-0 N10913-0 N19092-0 N3745-0 N13907-0 N51773-0 N17586-0 N39010-0 N8559-0 N1644-0 N8643-0 N23081-0 N55132-0 N9349-0 N50619-0 N8084-0 N3465-0 N18887-0 N24157-0 N29801-0 N23162-0 N34048-0 N59385-0 N45266-0 N34876-0 N35847-0 N47149-0 N59673-0 N38490-0 N61571-0 N57426-0 N28523-0 N37753-0 N36659-0 N287-1 N37170-0 N22145-0 N49483-0 N6207-0 N41172-0
124371	U26498	11/11/2019 1:41:40 PM	N59010 N18073 N7432 N12900 N3500 N60698 N2203 N6233 N51706 N59572 N21815 N46096 N41899 N39235 N27644 N17102 N40106 N46826 N50467 N48788 N56466 N22561 N60340 N52494 N35290 N14691 N22614 N58580 N30353 N13374 N57318 N40201 N45239 N54225 N42794 N17351 N62471 N47719 N41375 N56199 N14689 N50020 N54327 N38256 N7019 N5283 N49400 N11231 N14761 N53049 N9056 N8237 N42781 N50839 N24075 N65088 N40509 N15676 N36615	N3559-0 N23935-0 N57957-0 N2350-0 N55689-0 N48578-0 N54988-0 N13259-0 N64009-0 N26286-0 N64542-0 N12800-0 N39765-0 N52622-0 N36712-0 N61623-0 N53054-0 N46810-0 N57713-0 N13930-0 N31370-0 N20954-0 N26376-0 N53696-0 N8957-0 N38662-0 N22221-0 N51241-0 N57005-0 N44818-0 N30829-0 N64482-0 N12028-0 N61145-0 N22457-0 N15761-0 N45660-0 N55204-0 N51506-0 N7128-0 N16342-1 N15830-0 N46751-0 N50389-0 N29128-0 N19444-0 N53585-0 N33964-0 N46029-0 N15855-0 N42961-0 N19542-0 N21882-0 N32387-0 N33848-0 N54482-0 N2952-0 N46526-1 N18708-0 N2878-0 N352-0 N40431-0 N14075-0 N53214-0 N17482-0 N36904-1 N63538-0 N35776-0 N45616-0 N34724-0 N43338-0 N24686-0 N55940-0 N45456-0 N23174-0 N10688-0 N13591-0 N47229-0 N48015-0 N4936-0 N40725-0 N3894-0 N40065-0 N43502-0 N54489-0 N23414-0 N30998-0 N24301-0 N5370-0 N61359-0 N154-0
108847	U16581	11/13/2019 4:50:38 AM	N53712 N22279 N62931 N48512 N49579 N54359 N5227 N3164 N41777 N10340 N40962 N1150 N24094 N55189 N6167 N33358 N45729 N10059 N54807 N56742 N57582 N23526 N39235 N31931 N11101 N45794 N41342 N7812 N41404 N57801 N48325 N54537 N52270 N13231 N19475 N14770 N61386 N48276 N20679 N43142 N42620 N39221 N5283 N17133 N38895 N419 N56066 N7328 N58579 N3318 N11545 N20766 N28257 N40509 N10353 N62853 N24054	N6857-0 N57917-0 N33240-0 N30089-0 N2169-0 N23942-0 N17759-0 N7821-1 N4241-0 N18377-0 N16291-0 N44203-0 N49548-0 N25315-0 N23326-0 N58171-0 N59277-0 N9187-0 N3663-0 N28357-0 N23935-0 N36599-0 N36659-0 N48046-0 N15812-0 N3285-0 N35233-0 N15315-0 N4428-0 N52723-0 N40565-0 N61571-0 N35170-0 N6772-0 N34915-0 N61023-0 N86-0 N41921-0 N46279-0 N64851-0 N28046-0 N42977-0 N49879-0 N29065-0 N20678-0 N19903-0 N42143-0 N24457-0 N38206-0 N36184-0 N20915-0 N37416-0 N13105-0 N20495-0 N15279-0 N55050-0 N62128-0 N21925-0 N6113-0 N33872-0 N27932-0 N1046-0 N35112-0 N22230-0 N50070-0 N13661-0 N63650-0 N2622-0 N47061-0 N41258-0 N60992-0 N18573-0 N34876-0 N55132-0 N35047-0 N1289-0 N20076-0 N333-0 N849-0 N56355-0 N18887-0 N62920-0 N4612-0 N397-0 N7121-0 N4615-0 N26673-0 N31448-0 N10413-0 N8687-0 N34612-0 N26049-0 N12325-0
146695	U5952	11/13/2019 6:54:07 PM	N50513 N11101 N40977 N56630 N23249 N42641 N41589 N19439 N42057 N17050 N4607	N13094-0 N56214-0 N42457-0 N51048-1 N14029-0 N64252-0
97887	U76103	11/14/2019 8:45:27 AM	N5433 N45544 N22950 N28533 N33086 N13125 N22323	N48416-0 N8595-0 N6388-0 N35094-0 N19318-0 N36003-0 N12526-0 N64174-0 N41074-0 N7618-0 N62750-0 N3894-0 N42698-0 N32641-0 N28413-1 N47572-0 N2787-0 N33576-0 N56711-0 N23446-0 N18522-0 N61296-0 N16311-0 N55488-0 N11422-0 N42457-0 N46393-0 N61483-0 N38779-0 N48875-0 N57604-0 N23877-0 N49733-0 N49712-0 N36243-0 N42670-0 N60231-1 N46186-0 N4021-0 N60550-0
119003	U87022	11/11/2019 10:48:33 AM	N54822 N11986 N60485 N44361 N55310 N1169 N58185 N4411 N54827 N60985 N47052 N36971 N59451	N13486-0 N6099-0 N40725-0 N53585-0 N59436-0 N3697-0 N357-1 N13801-0 N42961-0 N9139-0 N63550-0 N4936-0 N26376-0 N24176-0 N55204-0 N26286-0 N36621-0 N63538-0 N59981-0 N13259-0 N46370-0 N32791-0 N21707-0 N47067-0 N29128-0 N52622-0 N20018-0 N18870-1 N60272-0 N55689-0 N20729-0 N8957-0 N154-0 N56598-0 N12028-0 N35729-0 N40318-0 N13730-0 N2-0
131487	U76986	11/13/2019 1:01:32 PM	N28419 N60340 N7062 N5445 N63063 N60607 N25158 N55556 N49023 N44867 N12732 N10799	N8084-0 N50587-0 N21712-0 N28523-0 N60009-0 N49704-0 N3344-0 N3589-0 N41511-0 N51853-0 N17059-0 N103-0 N2046-0 N9354-0 N23028-0 N51954-1 N47061-0 N31050-0 N37185-0 N62049-0 N6787-0 N36261-0 N7419-0 N36638-0 N35233-0 N63796-0 N36660-0 N56214-0 N46477-0 N15195-0 N49955-0 N50138-0 N24157-0 N51185-0 N3841-0 N40705-0 N34612-0 N9720-0 N4642-0 N11269-0 N49483-0 N59088-0 N46186-0 N45590-0 N24686-0 N35847-0 N16328-0 N7618-0 N13907-0 N18887-0 N5370-0 N22880-0 N4510-0 N14029-0 N23134-0 N41172-0 N34048-0 N8643-0 N36624-0 N53861-0 N31978-0 N21420-1 N50619-0 N4913-0 N32519-0 N38695-0 N22417-0 N57426-0 N24581-0 N54794-0 N43386-0 N26049-0 N21701-0 N26262-0 N20746-0 N27789-0 N17031-0 N17117-0 N62227-0 N14592-0 N10913-0 N15719-0 N32031-0 N7431-0 N38215-0 N57716-0 N38490-0 N6056-0 N61623-0 N50415-0 N24376-0 N43460-0 N33005-0 N4754-0 N23162-0 N39010-0 N40438-0 N61027-0 N50389-0 N26376-0 N59385-0 N55346-0 N27198-0 N25163-0 N45317-0
119884	U8303	11/13/2019 5:01:51 AM	N63272 N58232 N13138 N36530 N42620 N52874 N50346	N64734-0 N59272-0 N62128-0 N31869-0 N48063-0 N45442-0 N13579-0 N52723-0 N1289-0 N42977-0 N37905-0 N14592-0 N38159-0 N22230-0 N33005-0 N45590-1 N36659-0 N28213-0 N47061-0 N20076-0 N45266-0 N35170-0 N36184-0 N60992-0
137805	U74171	11/11/2019 6:31:04 AM		N33848-0 N35937-0 N37646-0 N56193-0 N9475-0 N31679-0 N33632-0 N57090-0 N36703-0 N61214-0 N18870-0 N37190-0 N47035-0 N24686-0 N50469-0 N62570-0 N53318-0 N707-0 N27581-0 N5497-1 N63538-0
104158	U59896	11/14/2019 7:05:29 PM	N9400 N13008 N62620 N7580 N32868 N62924 N30765 N2782 N37250 N53017 N33981 N37377 N33981	N56573-0 N49955-0 N43587-0 N41934-0 N14285-0 N31289-0 N37793-0 N31679-0 N33005-0 N21484-0 N29363-0 N14478-0 N33828-0 N20793-0 N49505-0 N35094-0 N11681-1 N62227-0 N41717-0 N7494-0 N27737-0 N54792-0 N45317-0 N30920-0 N62750-0 N61740-0 N34185-0 N61233-0 N4404-0 N52867-0 N45523-0 N62318-0 N29490-0 N28861-0 N50484-0 N60186-0 N47652-0 N61811-0 N23008-0 N54752-0 N62563-0 N19050-0 N55275-0 N42515-0 N54321-0 N59761-0 N15894-0 N46917-0 N62894-0 N21436-0 N32207-0 N39949-0 N59003-0 N29735-0 N36249-0 N1031-0 N5981-0 N48487-0 N60639-0 N53031-0 N56211-0 N23547-0 N16118-0 N32005-0 N21077-0 N6837-0 N52294-0
